date,CPIMEDSL,CPIHOSNS,CUSR0000SEMD,AHETPI,MEHOINUSA672N,medical_indexed,wage_indexed,healthcare_burden
2020-03-01,514.743,270.273,916.649,24.13,,687.622843148169,352.477175897748,1.9508294158247714
2020-04-01,516.77,270.184,919.94,25.14,,690.330624512969,367.2306755934266,1.8798283215241454
2020-05-01,519.152,270.823,919.075,24.98,,693.5126349771793,364.89348752282405,1.9005892368353112
2020-06-01,520.867,271.831,920.358,24.78,,695.8036290771458,361.97200243457087,1.92225814261123
2020-07-01,522.675,272.445,921.834,24.69,,698.2188578425915,360.6573341448569,1.9359618999516979
2020-08-01,522.922,272.866,922.205,24.8,,698.5488144272517,362.2641509433962,1.9282857898252261
2020-09-01,522.947,273.116,926.748,24.82,,698.582210842703,362.55629945222154,1.9268240874539369
2020-10-01,520.943,273.014,925.515,24.84,,695.9051541801182,362.8484479610468,1.9178948072965887
2020-11-01,520.567,273.29,927.819,24.95,,695.4028720917289,364.45526475958604,1.9080609867179539
2020-12-01,519.866,273.684,928.006,25.17,,694.4664366024714,367.6688983566646,1.8888365040025503
2021-01-01,521.774,274.336,936.837,25.17,81270.0,697.0152510297229,367.6688983566646,1.8957688674378141
2021-02-01,523.455,275.137,939.095,25.26,,699.2608260046757,368.98356664637856,1.8951001866021413
2021-03-01,523.943,276.028,944.047,25.35,,699.9127240342871,370.2982349360925,1.8901324878177739
2021-04-01,524.39,277.258,945.329,25.51,,700.5098519425583,372.6354230066951,1.8798799273840703
2021-05-01,523.935,278.648,944.68,25.68,,699.9020371813426,375.11868533171025,1.8658149128520023
2021-06-01,523.117,280.366,945.145,25.81,,698.8093064677726,377.0176506390748,1.853518808159871
2021-07-01,524.376,281.604,949.676,25.96,,700.4911499499054,379.2087644552647,1.8472440924622733
2021-08-01,524.785,282.391,955.94,26.11,,701.0375153066905,381.3998782714546,1.838064339411612
2021-09-01,525.098,283.744,957.583,26.3,,701.455638428142,384.1752891052951,1.8258739130821255
2021-10-01,527.688,285.31,963.08,26.46,,704.915507068908,386.5124771758977,1.823784609023394
2021-11-01,529.529,286.308,960.327,26.56,,707.3748191027498,387.9732197200243,1.8232568206981332
2021-12-01,531.041,287.511,958.317,26.76,,709.3946343092509,390.8947048082775,1.8147972473998808
2022-01-01,534.649,289.889,970.276,26.91,79500.0,714.2144049871981,393.08581862446744,1.816942690749979
2022-02-01,536.283,291.504,971.164,26.98,,716.3971947011023,394.10833840535605,1.8177671591517035
2022-03-01,538.973,293.577,976.121,27.12,,719.9906490036736,396.1533779671333,1.817454271621552
2022-04-01,541.35,295.259,979.305,27.28,,723.1659801847937,398.4905660377358,1.8147631131531285
2022-05-01,543.521,297.868,980.975,27.4,,726.0661249025939,400.24345709068774,1.814061197103044
2022-06-01,546.84,300.927,982.189,27.53,,730.4998330179229,402.14242239805236,1.8165201986445807
2022-07-01,549.967,302.327,987.935,27.66,,734.677056662585,404.04138770541687,1.81832128840779
2022-08-01,553.036,304.506,994.696,27.74,,738.7768006233998,405.2099817407181,1.8231949702959718
2022-09-01,556.558,306.521,995.304,27.85,,743.4816876321943,406.81679853925743,1.8275589658583113
2022-10-01,554.071,307.816,995.687,28.0,,740.1594122230882,409.0079123554473,1.8096457057775805
2022-11-01,551.402,308.72,990.704,28.12,,736.5940109094959,410.7608034083992,1.7932431838612817
2022-12-01,551.943,310.725,1002.086,28.23,,737.3167093398644,412.3676202069385,1.7880082557642538
2023-01-01,550.887,313.747,1008.954,28.31,82690.0,735.9060447511968,413.53621424223974,1.779544377025516
2023-02-01,548.946,315.431,1010.04,28.43,,733.3131470555496,415.2891052951917,1.7657895131496484
2023-03-01,547.054,316.514,1007.592,28.59,,730.7857063341869,417.62629336579425,1.7498555956439739
2023-04-01,547.039,317.278,1011.879,28.69,,730.7656684849161,419.08703590992087,1.743708599571159
2023-05-01,547.452,318.205,1019.584,28.78,,731.3173772681733,420.4017041996348,1.7395680606491903
2023-06-01,547.487,320.002,1023.107,28.89,,731.3641322498053,422.00852099817405,1.733055367033619
2023-07-01,547.356,321.087,1021.483,29.02,,731.1891350328399,423.90748630553855,1.7248790329355563
2023-08-01,547.848,321.894,1029.389,29.06,,731.8463764889236,424.4917833231892,1.724053103595007
2023-09-01,548.636,323.563,1041.741,29.16,,732.899031503952,425.95252586731584,1.720612009546458
2023-10-01,549.746,323.964,1051.855,29.27,,734.3818323499945,427.55934266585507,1.717613811853777
2023-11-01,552.23,324.735,1052.718,29.38,,737.7001001892464,429.16615946439435,1.7189148862759984
2023-12-01,554.294,325.64,1057.884,29.48,,740.4573082489147,430.6269020085209,1.7194868801630585
2024-01-01,556.567,328.222,1074.709,29.61,83730.0,743.4937103417567,432.52586731588553,1.7189577931041122
2024-02-01,556.727,329.704,1071.771,29.67,,743.7074474006458,433.4023128423615,1.7159748006955136
2024-03-01,559.182,331.247,1084.978,29.8,,746.9869753979741,435.30127814972604,1.7160229314581539
2024-04-01,561.416,331.688,1091.314,29.85,,749.971279082712,436.03164942178944,1.7199927575836067
2024-05-01,564.235,332.777,1094.52,29.97,,753.7370588890127,437.7845404747412,1.7217078019055836
2024-06-01,565.299,334.087,1095.752,30.07,,755.1584103306246,439.2452830188679,1.719218030391886
2024-07-01,564.919,335.056,1084.877,30.17,,754.6507848157632,440.7060255629945,1.7123677486635442
2024-08-01,564.364,335.931,1089.007,30.27,,753.909384392742,442.166768107121,1.7050340251036167
2024-09-01,566.497,336.776,1091.953,30.38,,756.7587665590561,443.7735849056603,1.7052812341679413
2024-10-01,567.835,337.47,1096.871,30.49,,758.5461427140156,445.3804017041995,1.7031421674854157
2024-11-01,569.16,338.048,1097.616,30.58,,760.31615273294,446.6950699939135,1.7020921066876782
2024-12-01,569.902,338.883,1100.1,30.67,,761.307358343538,448.0097382836274,1.6993098437105114
2025-01-01,571.234,340.875,1109.604,30.8,,763.086719358789,449.90870359099205,1.696092370003369
2025-02-01,572.797,342.398,1112.111,30.91,,765.174663252811,451.51552038953133,1.694680755586607
2025-03-01,573.966,343.512,1126.761,30.97,,766.7362796393188,452.3919659160073,1.6948494611013358
2025-04-01,576.785,344.801,1132.81,31.05,,770.5020594456196,453.56055995130856,1.698785404816362
2025-05-01,578.236,345.938,1137.349,31.14,,772.4403873984194,454.87522824102246,1.6981368503741212
2025-06-01,580.978,347.593,1142.123,31.26,,776.1033062451298,456.6281192939744,1.699639758158387
2025-07-01,584.77,348.21,1147.151,31.34,,781.1688745407994,457.79671332927563,1.7063662796087715
2025-08-01,583.832,349.277,1146.916,31.46,,779.9158410330625,459.54960438222764,1.697130916000903
