date,CUSR0000SAE1,CUSR0000SAE2,CPIEDUSL,AHETPI,MEHOINUSA672N
1965-11-01,,,,2.67,
1965-12-01,,,,2.67,
1966-01-01,,,,2.68,
1966-02-01,,,,2.69,
1966-03-01,,,,2.7,
1966-04-01,,,,2.71,
1966-05-01,,,,2.72,
1966-06-01,,,,2.73,
1966-07-01,,,,2.74,
1966-08-01,,,,2.75,
1966-09-01,,,,2.76,
1966-10-01,,,,2.77,
1966-11-01,,,,2.78,
1966-12-01,,,,2.78,
1967-01-01,,,,2.8,
1967-02-01,,,,2.81,
1967-03-01,,,,2.81,
1967-04-01,,,,2.82,
1967-05-01,,,,2.83,
1967-06-01,,,,2.85,
1967-07-01,,,,2.86,
1967-08-01,,,,2.88,
1967-09-01,,,,2.88,
1967-10-01,,,,2.89,
1967-11-01,,,,2.91,
1967-12-01,,,,2.92,
1968-01-01,,,,2.94,
1968-02-01,,,,2.95,
1968-03-01,,,,2.97,
1968-04-01,,,,2.99,
1968-05-01,,,,3.0,
1968-06-01,,,,3.01,
1968-07-01,,,,3.03,
1968-08-01,,,,3.04,
1968-09-01,,,,3.07,
1968-10-01,,,,3.08,
1968-11-01,,,,3.1,
1968-12-01,,,,3.11,
1969-01-01,,,,3.12,
1969-02-01,,,,3.14,
1969-03-01,,,,3.16,
1969-04-01,,,,3.18,
1969-05-01,,,,3.19,
1969-06-01,,,,3.21,
1969-07-01,,,,3.22,
1969-08-01,,,,3.24,
1969-09-01,,,,3.26,
1969-10-01,,,,3.28,
